step_idx,phase,layer_name,comm_type,comm_size,time_sec,cum_pct,tp,pp,ep,dp,group_name,group_size,concurrent_send_peers,per_step_chunk_bytes,total_rounds
62,fwd,attention_row,REDUCESCATTER,67108864,0.001250,9.4474,8,2,1,5,TP,8,1,8388608,7
63,fwd,mlp_column,ALLGATHER,67108864,0.001250,9.5058,8,2,1,5,TP,8,1,8388608,7
64,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,9.5642,8,2,1,5,TP,8,1,8388608,7
65,fwd,attention_column,ALLGATHER,67108864,0.001250,9.6226,8,2,1,5,TP,8,1,8388608,7
66,fwd,attention_row,REDUCESCATTER,67108864,0.001250,9.6810,8,2,1,5,TP,8,1,8388608,7
67,fwd,mlp_column,ALLGATHER,67108864,0.001250,9.7394,8,2,1,5,TP,8,1,8388608,7
68,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,9.7978,8,2,1,5,TP,8,1,8388608,7
69,fwd,attention_column,ALLGATHER,67108864,0.001250,9.8562,8,2,1,5,TP,8,1,8388608,7
70,fwd,attention_row,REDUCESCATTER,67108864,0.001250,9.9146,8,2,1,5,TP,8,1,8388608,7
71,fwd,mlp_column,ALLGATHER,67108864,0.001250,9.9730,8,2,1,5,TP,8,1,8388608,7
72,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,10.0315,8,2,1,5,TP,8,1,8388608,7
73,fwd,attention_column,ALLGATHER,67108864,0.001250,10.0899,8,2,1,5,TP,8,1,8388608,7
74,fwd,attention_row,REDUCESCATTER,67108864,0.001250,10.1483,8,2,1,5,TP,8,1,8388608,7
75,fwd,mlp_column,ALLGATHER,67108864,0.001250,10.2067,8,2,1,5,TP,8,1,8388608,7
76,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,10.2651,8,2,1,5,TP,8,1,8388608,7
77,fwd,attention_column,ALLGATHER,67108864,0.001250,10.3235,8,2,1,5,TP,8,1,8388608,7
78,fwd,attention_row,REDUCESCATTER,67108864,0.001250,10.3819,8,2,1,5,TP,8,1,8388608,7
79,fwd,mlp_column,ALLGATHER,67108864,0.001250,10.4403,8,2,1,5,TP,8,1,8388608,7
80,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,10.4987,8,2,1,5,TP,8,1,8388608,7
81,fwd,attention_column,ALLGATHER,67108864,0.001250,10.5571,8,2,1,5,TP,8,1,8388608,7
82,fwd,attention_row,REDUCESCATTER,67108864,0.001250,10.6155,8,2,1,5,TP,8,1,8388608,7
83,fwd,mlp_column,ALLGATHER,67108864,0.001250,10.6739,8,2,1,5,TP,8,1,8388608,7
84,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,10.7323,8,2,1,5,TP,8,1,8388608,7
85,fwd,attention_column,ALLGATHER,67108864,0.001250,10.7907,8,2,1,5,TP,8,1,8388608,7
86,fwd,attention_row,REDUCESCATTER,67108864,0.001250,10.8491,8,2,1,5,TP,8,1,8388608,7
87,fwd,mlp_column,ALLGATHER,67108864,0.001250,10.9075,8,2,1,5,TP,8,1,8388608,7
88,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,10.9659,8,2,1,5,TP,8,1,8388608,7
89,fwd,attention_column,ALLGATHER,67108864,0.001250,11.0243,8,2,1,5,TP,8,1,8388608,7
90,fwd,attention_row,REDUCESCATTER,67108864,0.001250,11.0827,8,2,1,5,TP,8,1,8388608,7
91,fwd,mlp_column,ALLGATHER,67108864,0.001250,11.1411,8,2,1,5,TP,8,1,8388608,7
92,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,11.1995,8,2,1,5,TP,8,1,8388608,7
93,fwd,attention_column,ALLGATHER,67108864,0.001250,11.2579,8,2,1,5,TP,8,1,8388608,7
94,fwd,attention_row,REDUCESCATTER,67108864,0.001250,11.3163,8,2,1,5,TP,8,1,8388608,7
95,fwd,mlp_column,ALLGATHER,67108864,0.001250,11.3747,8,2,1,5,TP,8,1,8388608,7
96,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,11.4331,8,2,1,5,TP,8,1,8388608,7
97,fwd,attention_column,ALLGATHER,67108864,0.001250,11.4915,8,2,1,5,TP,8,1,8388608,7
98,fwd,attention_row,REDUCESCATTER,67108864,0.001250,11.5499,8,2,1,5,TP,8,1,8388608,7
99,fwd,mlp_column,ALLGATHER,67108864,0.001250,11.6083,8,2,1,5,TP,8,1,8388608,7
100,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,11.6667,8,2,1,5,TP,8,1,8388608,7
101,fwd,attention_column,ALLGATHER,67108864,0.001250,11.7251,8,2,1,5,TP,8,1,8388608,7
102,fwd,attention_row,REDUCESCATTER,67108864,0.001250,11.7835,8,2,1,5,TP,8,1,8388608,7
103,fwd,mlp_column,ALLGATHER,67108864,0.001250,11.8419,8,2,1,5,TP,8,1,8388608,7
104,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,11.9003,8,2,1,5,TP,8,1,8388608,7
105,fwd,attention_column,ALLGATHER,67108864,0.001250,11.9587,8,2,1,5,TP,8,1,8388608,7
106,fwd,attention_row,REDUCESCATTER,67108864,0.001250,12.0171,8,2,1,5,TP,8,1,8388608,7
107,fwd,mlp_column,ALLGATHER,67108864,0.001250,12.0755,8,2,1,5,TP,8,1,8388608,7
108,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,12.1339,8,2,1,5,TP,8,1,8388608,7
109,fwd,attention_column,ALLGATHER,67108864,0.001250,12.1923,8,2,1,5,TP,8,1,8388608,7
110,fwd,attention_row,REDUCESCATTER,67108864,0.001250,12.2507,8,2,1,5,TP,8,1,8388608,7
111,fwd,mlp_column,ALLGATHER,67108864,0.001250,12.3091,8,2,1,5,TP,8,1,8388608,7
112,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,12.3675,8,2,1,5,TP,8,1,8388608,7
113,fwd,attention_column,ALLGATHER,67108864,0.001250,12.4259,8,2,1,5,TP,8,1,8388608,7
114,fwd,attention_row,REDUCESCATTER,67108864,0.001250,12.4843,8,2,1,5,TP,8,1,8388608,7
115,fwd,mlp_column,ALLGATHER,67108864,0.001250,12.5427,8,2,1,5,TP,8,1,8388608,7
116,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,12.6011,8,2,1,5,TP,8,1,8388608,7
117,fwd,attention_column,ALLGATHER,67108864,0.001250,12.6595,8,2,1,5,TP,8,1,8388608,7
118,fwd,attention_row,REDUCESCATTER,67108864,0.001250,12.7179,8,2,1,5,TP,8,1,8388608,7
119,fwd,mlp_column,ALLGATHER,67108864,0.001250,12.7763,8,2,1,5,TP,8,1,8388608,7
120,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,12.8347,8,2,1,5,TP,8,1,8388608,7
121,fwd,attention_column,ALLGATHER,67108864,0.001250,12.8931,8,2,1,5,TP,8,1,8388608,7
122,fwd,attention_row,REDUCESCATTER,67108864,0.001250,12.9515,8,2,1,5,TP,8,1,8388608,7
123,fwd,mlp_column,ALLGATHER,67108864,0.001250,13.0099,8,2,1,5,TP,8,1,8388608,7
124,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,13.0683,8,2,1,5,TP,8,1,8388608,7
125,fwd,attention_column,ALLGATHER,67108864,0.001250,13.1267,8,2,1,5,TP,8,1,8388608,7
126,fwd,attention_row,REDUCESCATTER,67108864,0.001250,13.1851,8,2,1,5,TP,8,1,8388608,7
127,fwd,mlp_column,ALLGATHER,67108864,0.001250,13.2435,8,2,1,5,TP,8,1,8388608,7
128,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,13.3019,8,2,1,5,TP,8,1,8388608,7
129,fwd,attention_column,ALLGATHER,67108864,0.001250,13.3603,8,2,1,5,TP,8,1,8388608,7
130,fwd,attention_row,REDUCESCATTER,67108864,0.001250,13.4187,8,2,1,5,TP,8,1,8388608,7
131,fwd,mlp_column,ALLGATHER,67108864,0.001250,13.4771,8,2,1,5,TP,8,1,8388608,7
132,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,13.5355,8,2,1,5,TP,8,1,8388608,7
133,fwd,attention_column,ALLGATHER,67108864,0.001250,13.5939,8,2,1,5,TP,8,1,8388608,7
134,fwd,attention_row,REDUCESCATTER,67108864,0.001250,13.6523,8,2,1,5,TP,8,1,8388608,7
135,fwd,mlp_column,ALLGATHER,67108864,0.001250,13.7107,8,2,1,5,TP,8,1,8388608,7
136,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,13.7691,8,2,1,5,TP,8,1,8388608,7
137,fwd,attention_column,ALLGATHER,67108864,0.001250,13.8275,8,2,1,5,TP,8,1,8388608,7
138,fwd,attention_row,REDUCESCATTER,67108864,0.001250,13.8859,8,2,1,5,TP,8,1,8388608,7
139,fwd,mlp_column,ALLGATHER,67108864,0.001250,13.9443,8,2,1,5,TP,8,1,8388608,7
140,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,14.0027,8,2,1,5,TP,8,1,8388608,7
141,fwd,attention_column,ALLGATHER,67108864,0.001250,14.0611,8,2,1,5,TP,8,1,8388608,7
142,fwd,attention_row,REDUCESCATTER,67108864,0.001250,14.1195,8,2,1,5,TP,8,1,8388608,7
143,fwd,mlp_column,ALLGATHER,67108864,0.001250,14.1779,8,2,1,5,TP,8,1,8388608,7
144,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,14.2363,8,2,1,5,TP,8,1,8388608,7
145,fwd,attention_column,ALLGATHER,67108864,0.001250,14.2947,8,2,1,5,TP,8,1,8388608,7
146,fwd,attention_row,REDUCESCATTER,67108864,0.001250,14.3531,8,2,1,5,TP,8,1,8388608,7
147,fwd,mlp_column,ALLGATHER,67108864,0.001250,14.4115,8,2,1,5,TP,8,1,8388608,7
148,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,14.4699,8,2,1,5,TP,8,1,8388608,7
149,fwd,attention_column,ALLGATHER,67108864,0.001250,14.5283,8,2,1,5,TP,8,1,8388608,7
150,fwd,attention_row,REDUCESCATTER,67108864,0.001250,14.5867,8,2,1,5,TP,8,1,8388608,7
151,fwd,mlp_column,ALLGATHER,67108864,0.001250,14.6451,8,2,1,5,TP,8,1,8388608,7
152,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,14.7035,8,2,1,5,TP,8,1,8388608,7
153,fwd,attention_column,ALLGATHER,67108864,0.001250,14.7619,8,2,1,5,TP,8,1,8388608,7
154,fwd,attention_row,REDUCESCATTER,67108864,0.001250,14.8203,8,2,1,5,TP,8,1,8388608,7
155,fwd,mlp_column,ALLGATHER,67108864,0.001250,14.8787,8,2,1,5,TP,8,1,8388608,7
156,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,14.9371,8,2,1,5,TP,8,1,8388608,7
157,fwd,attention_column,ALLGATHER,67108864,0.001250,14.9955,8,2,1,5,TP,8,1,8388608,7
158,fwd,attention_row,REDUCESCATTER,67108864,0.001250,15.0539,8,2,1,5,TP,8,1,8388608,7
159,fwd,mlp_column,ALLGATHER,67108864,0.001250,15.1123,8,2,1,5,TP,8,1,8388608,7
160,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,15.1707,8,2,1,5,TP,8,1,8388608,7
161,fwd,final_column,ALLGATHER,67108864,0.001250,15.2291,8,2,1,5,TP,8,1,8388608,7
162,fwd,embedding_norm,ALLREDUCE,524288000,0.019531,16.1416,8,2,1,5,UNKNOWN,8,1,65536000,14
163,fwd,attention_column,ALLGATHER,67108864,0.001250,16.2000,8,2,1,5,TP,8,1,8388608,7
164,fwd,attention_row,REDUCESCATTER,67108864,0.001250,16.2584,8,2,1,5,TP,8,1,8388608,7
165,fwd,mlp_column,ALLGATHER,67108864,0.001250,16.3168,8,2,1,5,TP,8,1,8388608,7
166,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,16.3752,8,2,1,5,TP,8,1,8388608,7
167,fwd,attention_column,ALLGATHER,67108864,0.001250,16.4336,8,2,1,5,TP,8,1,8388608,7
168,fwd,attention_row,REDUCESCATTER,67108864,0.001250,16.4920,8,2,1,5,TP,8,1,8388608,7
169,fwd,mlp_column,ALLGATHER,67108864,0.001250,16.5504,8,2,1,5,TP,8,1,8388608,7
170,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,16.6088,8,2,1,5,TP,8,1,8388608,7
171,fwd,attention_column,ALLGATHER,67108864,0.001250,16.6672,8,2,1,5,TP,8,1,8388608,7
172,fwd,attention_row,REDUCESCATTER,67108864,0.001250,16.7256,8,2,1,5,TP,8,1,8388608,7
173,fwd,mlp_column,ALLGATHER,67108864,0.001250,16.7840,8,2,1,5,TP,8,1,8388608,7
174,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,16.8424,8,2,1,5,TP,8,1,8388608,7
175,fwd,attention_column,ALLGATHER,67108864,0.001250,16.9008,8,2,1,5,TP,8,1,8388608,7
176,fwd,attention_row,REDUCESCATTER,67108864,0.001250,16.9592,8,2,1,5,TP,8,1,8388608,7
177,fwd,mlp_column,ALLGATHER,67108864,0.001250,17.0176,8,2,1,5,TP,8,1,8388608,7
178,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,17.0760,8,2,1,5,TP,8,1,8388608,7
179,fwd,attention_column,ALLGATHER,67108864,0.001250,17.1344,8,2,1,5,TP,8,1,8388608,7
180,fwd,attention_row,REDUCESCATTER,67108864,0.001250,17.1928,8,2,1,5,TP,8,1,8388608,7
181,fwd,mlp_column,ALLGATHER,67108864,0.001250,17.2512,8,2,1,5,TP,8,1,8388608,7
182,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,17.3096,8,2,1,5,TP,8,1,8388608,7
183,fwd,attention_column,ALLGATHER,67108864,0.001250,17.3680,8,2,1,5,TP,8,1,8388608,7
184,fwd,attention_row,REDUCESCATTER,67108864,0.001250,17.4264,8,2,1,5,TP,8,1,8388608,7
185,fwd,mlp_column,ALLGATHER,67108864,0.001250,17.4848,8,2,1,5,TP,8,1,8388608,7
186,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,17.5432,8,2,1,5,TP,8,1,8388608,7
187,fwd,attention_column,ALLGATHER,67108864,0.001250,17.6016,8,2,1,5,TP,8,1,8388608,7
188,fwd,attention_row,REDUCESCATTER,67108864,0.001250,17.6600,8,2,1,5,TP,8,1,8388608,7
189,fwd,mlp_column,ALLGATHER,67108864,0.001250,17.7184,8,2,1,5,TP,8,1,8388608,7
190,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,17.7768,8,2,1,5,TP,8,1,8388608,7
191,fwd,attention_column,ALLGATHER,67108864,0.001250,17.8352,8,2,1,5,TP,8,1,8388608,7
192,fwd,attention_row,REDUCESCATTER,67108864,0.001250,17.8936,8,2,1,5,TP,8,1,8388608,7
193,fwd,mlp_column,ALLGATHER,67108864,0.001250,17.9520,8,2,1,5,TP,8,1,8388608,7
194,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,18.0104,8,2,1,5,TP,8,1,8388608,7
195,fwd,attention_column,ALLGATHER,67108864,0.001250,18.0688,8,2,1,5,TP,8,1,8388608,7
196,fwd,attention_row,REDUCESCATTER,67108864,0.001250,18.1272,8,2,1,5,TP,8,1,8388608,7
197,fwd,mlp_column,ALLGATHER,67108864,0.001250,18.1856,8,2,1,5,TP,8,1,8388608,7
198,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,18.2440,8,2,1,5,TP,8,1,8388608,7
199,fwd,attention_column,ALLGATHER,67108864,0.001250,18.3024,8,2,1,5,TP,8,1,8388608,7
200,fwd,attention_row,REDUCESCATTER,67108864,0.001250,18.3608,8,2,1,5,TP,8,1,8388608,7
201,fwd,mlp_column,ALLGATHER,67108864,0.001250,18.4192,8,2,1,5,TP,8,1,8388608,7
202,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,18.4776,8,2,1,5,TP,8,1,8388608,7
203,fwd,attention_column,ALLGATHER,67108864,0.001250,18.5360,8,2,1,5,TP,8,1,8388608,7
204,fwd,attention_row,REDUCESCATTER,67108864,0.001250,18.5944,8,2,1,5,TP,8,1,8388608,7
205,fwd,mlp_column,ALLGATHER,67108864,0.001250,18.6528,8,2,1,5,TP,8,1,8388608,7
206,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,18.7112,8,2,1,5,TP,8,1,8388608,7
207,fwd,attention_column,ALLGATHER,67108864,0.001250,18.7696,8,2,1,5,TP,8,1,8388608,7
208,fwd,attention_row,REDUCESCATTER,67108864,0.001250,18.8280,8,2,1,5,TP,8,1,8388608,7
209,fwd,mlp_column,ALLGATHER,67108864,0.001250,18.8864,8,2,1,5,TP,8,1,8388608,7
210,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,18.9448,8,2,1,5,TP,8,1,8388608,7
211,fwd,attention_column,ALLGATHER,67108864,0.001250,19.0032,8,2,1,5,TP,8,1,8388608,7
212,fwd,attention_row,REDUCESCATTER,67108864,0.001250,19.0616,8,2,1,5,TP,8,1,8388608,7
213,fwd,mlp_column,ALLGATHER,67108864,0.001250,19.1200,8,2,1,5,TP,8,1,8388608,7
214,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,19.1785,8,2,1,5,TP,8,1,8388608,7
215,fwd,attention_column,ALLGATHER,67108864,0.001250,19.2369,8,2,1,5,TP,8,1,8388608,7
216,fwd,attention_row,REDUCESCATTER,67108864,0.001250,19.2953,8,2,1,5,TP,8,1,8388608,7
217,fwd,mlp_column,ALLGATHER,67108864,0.001250,19.3537,8,2,1,5,TP,8,1,8388608,7
218,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,19.4121,8,2,1,5,TP,8,1,8388608,7
219,fwd,attention_column,ALLGATHER,67108864,0.001250,19.4705,8,2,1,5,TP,8,1,8388608,7
220,fwd,attention_row,REDUCESCATTER,67108864,0.001250,19.5289,8,2,1,5,TP,8,1,8388608,7
221,fwd,mlp_column,ALLGATHER,67108864,0.001250,19.5873,8,2,1,5,TP,8,1,8388608,7
222,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,19.6457,8,2,1,5,TP,8,1,8388608,7
223,fwd,attention_column,ALLGATHER,67108864,0.001250,19.7041,8,2,1,5,TP,8,1,8388608,7
224,fwd,attention_row,REDUCESCATTER,67108864,0.001250,19.7625,8,2,1,5,TP,8,1,8388608,7
225,fwd,mlp_column,ALLGATHER,67108864,0.001250,19.8209,8,2,1,5,TP,8,1,8388608,7
226,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,19.8793,8,2,1,5,TP,8,1,8388608,7
227,fwd,attention_column,ALLGATHER,67108864,0.001250,19.9377,8,2,1,5,TP,8,1,8388608,7
228,fwd,attention_row,REDUCESCATTER,67108864,0.001250,19.9961,8,2,1,5,TP,8,1,8388608,7
229,fwd,mlp_column,ALLGATHER,67108864,0.001250,20.0545,8,2,1,5,TP,8,1,8388608,7
230,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,20.1129,8,2,1,5,TP,8,1,8388608,7
231,fwd,attention_column,ALLGATHER,67108864,0.001250,20.1713,8,2,1,5,TP,8,1,8388608,7
232,fwd,attention_row,REDUCESCATTER,67108864,0.001250,20.2297,8,2,1,5,TP,8,1,8388608,7
233,fwd,mlp_column,ALLGATHER,67108864,0.001250,20.2881,8,2,1,5,TP,8,1,8388608,7
234,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,20.3465,8,2,1,5,TP,8,1,8388608,7
235,fwd,attention_column,ALLGATHER,67108864,0.001250,20.4049,8,2,1,5,TP,8,1,8388608,7
236,fwd,attention_row,REDUCESCATTER,67108864,0.001250,20.4633,8,2,1,5,TP,8,1,8388608,7
237,fwd,mlp_column,ALLGATHER,67108864,0.001250,20.5217,8,2,1,5,TP,8,1,8388608,7
238,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,20.5801,8,2,1,5,TP,8,1,8388608,7
239,fwd,attention_column,ALLGATHER,67108864,0.001250,20.6385,8,2,1,5,TP,8,1,8388608,7
240,fwd,attention_row,REDUCESCATTER,67108864,0.001250,20.6969,8,2,1,5,TP,8,1,8388608,7
241,fwd,mlp_column,ALLGATHER,67108864,0.001250,20.7553,8,2,1,5,TP,8,1,8388608,7
242,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,20.8137,8,2,1,5,TP,8,1,8388608,7
243,fwd,attention_column,ALLGATHER,67108864,0.001250,20.8721,8,2,1,5,TP,8,1,8388608,7
244,fwd,attention_row,REDUCESCATTER,67108864,0.001250,20.9305,8,2,1,5,TP,8,1,8388608,7
245,fwd,mlp_column,ALLGATHER,67108864,0.001250,20.9889,8,2,1,5,TP,8,1,8388608,7
246,fwd,mlp_row,REDUCESCATTER,67108864,0.001250,21.0473,8,2,1,5,TP,8,1,8388608,7
247,fwd,attention_column,ALLGATHER,67108864,0.001250,21.1057,8,2,1,5,TP,8,1,8388608,7
248,fwd,attention_row,REDUCESCATTER,67108864,0.001250,21.1641,8,2,1,5,TP,8,1,8388608,7
